review_id	review_text	aspect_terms
147	this place has the best chinese style bbq ribs in the city .	bbq ribs
2051	ive been here so many times the waiters know my name .	waiters
862	the decor is very simple but comfortable .	decor
1920	i 've been frequenting the tasting room since it first arrived in the east village and i 've never been disappointed .	
3638	we figured we never had argentinian pizza before so we grabbed our lunch there , sharing a large pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .	argentinian pizza	lunch	pelligrino	pizza	goat cheese	blue cheese
54	heartland brewery is a great way to start or finish your day .	
3088	the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time .	kamasutra	bombay cosmopolitan
3364	this is the perfect date spot for williamsburg couples .	date spot
2083	the dim sum here is only so - so .	dim sum
1245	it was raining , and we figured why not ?	
1411	$6 and there is much tasty food , all of it fresh and continually refilled .	food
1566	just straight up cheap , good food .	food
3617	another welcome addition to the neighborhood .	
126	seating is ok even though sometimes there 's alot of people .	seating
1146	this time , i prefer not to go into detail .	
1985	even with a relatively inexpensive botle of wine , if you can call $70 . 00 inexpensive , the cost is through the roof for better than average fare .	cost	botle of wine
2320	service was slow , but the people were friendly .	service	people
2103	steamed fresh so brought hot hot hot to your table .	
2991	the steak was very fatty and the sauce was overpowering and not very tasty .	steak	sauce
2268	my only problem is that you are literally sitting on top of the people next to you !	
3609	and affordable .	
2146	the staff makes you feel at home , the food is great and the atmosphere is wonderful !	staff	food	atmosphere
2438	i actually feel like i should keep it a secret .	
2474	the food is alright - some stuff is good - some is not ( like the steak dish which tends to be dry ) .	food	steak dish
1148	not only would i not recommend jimmy 's restaurants to friends , i would strongly suggest they go anywhere but .	
2714	they have a very diverse menu so its something for everybody .	menu
3215	haru on park s is simply disgusting .	
3672	the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .	staff	sushi	check	dinner	bar
2428	as a long - time patron of mamoun 's , i always figured that i had found the best late night food spot in the city .	food spot
1169	i drop more dollar bills here than your uncle after a weekend at scores .	
2165	the bagel was huge .	bagel
3078	go there to relax and feel like your somewhere else .	
1207	get the tuna of gari .	tuna
182	i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .	somosas	chai	chole	dhosas	dhal
827	it was a very nice surprise .	
1416	edible but really a ripoff at those prices given whats in the area .	prices
196	the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	staff	bathroom
1997	i am french and i really felt like home ! ! !	
192	i have been to casimir over 5 times and i have always had a great time there .	
2748	the service was the only thing good about this restaurant .	service
2407	it 's usually packed for good reason , esp .	
1818	service - friendly and attentive .	service
2145	i love going there !	
2635	i cannot recommend og more highly if i tried - check it out for yourself .	
2614	it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .	
3072	service was very prompt but slightly rushed .	service
1718	great food , great decor , great service .	food	decor	service
2207	and , atlhough tables opened up next to us and we asked for a slightly larger space , they left us awkardly seated .	tables	space
3095	the palak paneer was standard , and i was not a fan of the malai kofta .	palak paneer	malai kofta
2002	i 've dined at alain ducasse 's restaurant in monte carlo for half the price for the same excellent dining experience .	dining	price
441	yeah , sometimes the service can be slow .	service
2948	there was no ambiance .	ambiance
474	save your money and do n't waste your calories , go to margharita 's on washington street instead , they have amazing food and the best service .	food	service
3662	the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .	service	dish	spring rolls	cod with pineapple tempura
1165	but trust me it is so worth it .	
1669	it is not a place for tourists or someone who has never dined in bay ridge .	
1816	the perfect spot .	
2471	the only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price x4 , which makes no sense whatsoever .	bottle	waitress	price
